ox_code	src_code	population	country	region	contributor	contact	year	m_s	sex	n_sequences	mean_coverage	phenotype	insecticide
AN0302-C	CM0901388	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	406650914	110.5	NA	NA
AN0303-C	CM0901395	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	94433846	23.43	NA	NA
AN0304-C	CM0901396	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	79648584	20.92	NA	NA
AN0305-C	CM0901397	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	59413818	16.08	NA	NA
AN0306-C	CM0901398	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	137851462	33.07	NA	NA
AN0307-C	CM0901399	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	185276224	43.08	NA	NA
AN0308-C	CM0901400	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	158095224	50.05	NA	NA
AN0309-C	CM0901403	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	112568806	37.16	NA	NA
AN0310-C	CM0901404	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	102873078	33.37	NA	NA
AN0311-C	CM0901405	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	126488084	40.2	NA	NA
AN0312-C	CM0901407	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	121451486	38.16	NA	NA
AN0313-C	CM0901410	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	106838052	22.05	NA	NA
AN0314-C	CM0901412	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	95489664	32.03	NA	NA
AN0315-C	CM0901413	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	118799132	36.95	NA	NA
AN0316-C	CM0901414	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	92114554	20.06	NA	NA
AN0317-C	CM0901860	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	82323786	22.28	NA	NA
AN0318-C	CM0901861	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	114002114	29.33	NA	NA
AN0319-C	CM0901862	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	154049184	38.74	NA	NA
AN0320-C	CM0901863	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	68847140	16.32	NA	NA
AN0321-C	CM0901871	CMgam	Cameroon	Daiguene	Nora_Besansky	Reidenbach	2009	S	F	87312942	23.81	NA	NA
AP0002-C	64	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	F	147552040	44.72	NA	NA
AP0005-C	38	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	F	86833234	29.5	NA	NA
AP0006-C	77	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	F	105364662	34.09	NA	NA
AP0007-C	60	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	F	134608084	42.38	NA	NA
AP0008-C	61	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	F	68608372	22.33	NA	NA
AP0009-C	62	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	M	88817610	27.2	NA	NA
AP0010-C	63	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	M	145581244	43.85	NA	NA
AP0011-C	65	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	M	70840668	21.85	NA	NA
AP0014-C	72	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	M	114022478	31.77	NA	NA
AP0017-C	81	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	F	116223318	37.24	NA	NA
AP0018-C	85	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	M	116599026	32.8	NA	NA
AP0019-C	88	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	M	81935308	25.24	NA	NA
AP0020-C	78	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	M	61029514	19.33	NA	NA
AP0021-C	92	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	F	128535274	40.62	NA	NA
AP0022-C	94	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	F	114675666	35.08	NA	NA
AP0023-C	79	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	F	101114962	33.48	NA	NA
AP0024-C	98	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	F	73494538	21.91	NA	NA
AP0025-C	100	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	M	97442600	28.05	NA	NA
AP0030-C	76	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	F	110168332	36.86	NA	NA
AP0031-C	80	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	M	64061978	20.55	NA	NA
AP0032-C	89	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	M	70702354	21.85	NA	NA
AP0033-C	95	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	F	87748418	28.4	NA	NA
AP0034-C	97	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	M	148442774	41.31	NA	NA
AP0035-C	99	FRgam	France	Mayotte	Igor_Sharakhov		NA	S	M	95319410	28.49	NA	NA
AQ0001-C	1C58.5	GQgam	Equatorial_Guinea	Bioko	Igor_Sharakhov		NA	S	F	111356542	36.57	NA	NA
AQ0002-C	1C58.6	GQgam	Equatorial_Guinea	Bioko	Igor_Sharakhov		NA	S	F	135374866	43.08	NA	NA
AQ0004-C	C58.1	GQgam	Equatorial_Guinea	Bioko	Igor_Sharakhov		NA	S	F	111968426	35.49	NA	NA
AQ0005-C	C58.2	GQgam	Equatorial_Guinea	Bioko	Igor_Sharakhov		NA	S	F	119463054	39.08	NA	NA
AQ0011-C	TL58.6	GQgam	Equatorial_Guinea	Bioko	Igor_Sharakhov		NA	S	F	75222968	24.7	NA	NA
AQ0012-C	TL58.1	GQgam	Equatorial_Guinea	Bioko	Igor_Sharakhov		NA	S	F	112175226	36.27	NA	NA
AQ0013-C	TL58.4	GQgam	Equatorial_Guinea	Bioko	Igor_Sharakhov		NA	S	F	118000462	37.93	NA	NA
AQ0014-C	TL9.1	GQgam	Equatorial_Guinea	Bioko	Igor_Sharakhov		NA	S	F	96324592	31.07	NA	NA
AQ0015-C	TL9.2	GQgam	Equatorial_Guinea	Bioko	Igor_Sharakhov		NA	S	F	134396680	41.6	NA	NA
AR0001-C	LUA001	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	113692568	34.63	NA	NA
AR0007-C	LUA007	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	99082110	31.48	NA	NA
AR0008-C	LUA008	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	91490260	29.21	NA	NA
AR0009-C	LUA009	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	105932994	33.27	NA	NA
AR0010-C	LUA010	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	115066732	37.74	NA	NA
AR0011-C	LUA011	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	105048076	31.87	NA	NA
AR0012-C	LUA012	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	105096046	35	NA	NA
AR0013-C	LUA013	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	82229076	26.03	NA	NA
AR0014-C	LUA014	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	104423686	32.76	NA	NA
AR0015-C	LUA015	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	89544974	29.3	NA	NA
AR0016-C	LUA016	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	82045122	25.74	NA	NA
AR0017-C	LUA017	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	88461946	27.97	NA	NA
AR0018-C	LUA018	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	39967272	12.87	NA	NA
AR0019-C	LUA019	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	92841496	30.47	NA	NA
AR0020-C	LUA020	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	89507990	27.64	NA	NA
AR0021-C	LUA021	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	62409564	19.44	NA	NA
AR0022-C	LUA022	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	94378862	29.11	NA	NA
AR0023-C	LUA023	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	94617032	29.16	NA	NA
AR0024-C	LUA024	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	99928404	29.92	NA	NA
AR0026-C	LUA026	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	100980310	30.44	NA	NA
AR0027-C	LUA027	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	98051838	29.99	NA	NA
AR0034-C	LUA034	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	71622878	22.72	NA	NA
AR0035-C	LUA035	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	99249560	30.99	NA	NA
AR0036-C	LUA036	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	91177826	28.77	NA	NA
AR0038-C	LUA038	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	99089092	31.22	NA	NA
AR0040-C	LUA040	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	94618282	29.35	NA	NA
AR0042-C	LUA042	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	97098524	31.55	NA	NA
AR0043-C	LUA043	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	98518316	31.59	NA	NA
AR0044-C	LUA044	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	91597590	28.16	NA	NA
AR0045-C	LUA045	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	116771594	36.22	NA	NA
AR0046-C	LUA046	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	108287260	32.6	NA	NA
AR0047-C	LUA047	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	81491198	27.21	NA	NA
AR0048-C	LUA048	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	109890310	34.46	NA	NA
AR0049-C	LUA049	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	83078320	27.98	NA	NA
AR0050-C	LUA050	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	102737040	30.49	NA	NA
AR0051-C	LUA051	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	77649564	26.09	NA	NA
AR0052-C	LUA052	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	93684502	29.24	NA	NA
AR0053-C	LUA053	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	84177928	26.5	NA	NA
AR0054-C	LUA054	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	81028790	26.03	NA	NA
AR0057-C	LUA057	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	92649398	29.78	NA	NA
AR0059-C	LUA059	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	102290938	33.05	NA	NA
AR0060-C	LUA060	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	99223056	31.57	NA	NA
AR0061-C	LUA061	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	69163440	22.49	NA	NA
AR0062-C	LUA062	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	88068714	27.66	NA	NA
AR0063-C	LUA063	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	83878848	27.57	NA	NA
AR0064-C	LUA064	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	88506992	28.54	NA	NA
AR0065-C	LUA065	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	122255572	38.85	NA	NA
AR0066-C	LUA066	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	107451220	34.62	NA	NA
AR0069-C	LUA069	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	102197788	34.18	NA	NA
AR0070-C	LUA070	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	120095148	31.28	NA	NA
AR0071-C	LUA071	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	96425146	29.99	NA	NA
AR0072-C	LUA072	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	292235984	21.9	NA	NA
AR0073-C	LUA073	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	84873846	27.52	NA	NA
AR0074-C	LUA074	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	107677226	33.67	NA	NA
AR0075-C	LUA075	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	96055776	30.7	NA	NA
AR0076-C	LUA076	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	86444090	27.6	NA	NA
AR0077-C	LUA077	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	106801560	33.76	NA	NA
AR0078-C	LUA078	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	70866952	23.56	NA	NA
AR0079-C	LUA079	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	87568936	27.65	NA	NA
AR0080-C	LUA080	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	85810328	28.19	NA	NA
AR0081-C	LUA081	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	92393940	29.8	NA	NA
AR0082-C	LUA082	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	89230312	28.14	NA	NA
AR0083-C	LUA083	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	117154794	37.91	NA	NA
AR0084-C	LUA084	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	71109824	16.97	NA	NA
AR0085-C	LUA085	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	87196016	29.07	NA	NA
AR0086-C	LUA086	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	76974012	24.12	NA	NA
AR0087-C	LUA087	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	139663142	44.39	NA	NA
AR0088-C	LUA088	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	98923748	31.98	NA	NA
AR0089-C	LUA089	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	102285596	32.64	NA	NA
AR0090-C	LUA090	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	119250566	39.05	NA	NA
AR0092-C	LUA092	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	85819022	27.97	NA	NA
AR0093-C	LUA093	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	101877796	32.73	NA	NA
AR0095-C	LUA095	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	76031354	24.89	NA	NA
AR0096-C	LUA096	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	109267536	34.46	NA	NA
AR0097-C	LUA097	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	98942016	32.57	NA	NA
AR0098-C	LUA098	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	92951040	30.71	NA	NA
AR0099-C	LUA099	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	74509650	26.08	NA	NA
AR0100-C	LUA100	AOcol	Angola	Luanda	Joao_Pinto		2009	M	F	117396356	37.25	NA	NA
AS0001-C	LIB001	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	95407900	31.96	NA	NA
AS0002-C	LIB002	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	91412508	30.54	NA	NA
AS0003-C	LIB003	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	93515284	30.9	NA	NA
AS0004-C	LIB004	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	106445332	34.72	NA	NA
AS0005-C	LIB005	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	93317724	30.36	NA	NA
AS0006-C	LIB006	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	88368216	28.94	NA	NA
AS0007-C	LIB007	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	86209460	29.22	NA	NA
AS0008-C	LIB008	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	113562516	36.63	NA	NA
AS0009-C	LIB009	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	104891658	34.19	NA	NA
AS0010-C	LIB010	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	91997280	30.31	NA	NA
AS0011-C	LIB011	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	107500670	35.71	NA	NA
AS0012-C	LIB012	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	89644956	30.37	NA	NA
AS0013-C	LIB013	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	114523314	37.4	NA	NA
AS0014-C	LIB014	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	114873076	36.99	NA	NA
AS0015-C	LIB015	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	72808294	23.43	NA	NA
AS0016-C	LIB016	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	93993048	30.29	NA	NA
AS0017-C	LIB017	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	116139562	37.51	NA	NA
AS0018-C	LIB018	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	95083186	30.89	NA	NA
AS0019-C	LIB019	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	106897394	34.26	NA	NA
AS0020-C	LIB020	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	113399970	35.32	NA	NA
AS0021-C	LIB021	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	95031208	30.79	NA	NA
AS0022-C	LIB022	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	101753358	32.91	NA	NA
AS0024-C	LIB024	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	88610890	27.91	NA	NA
AS0025-C	LIB025	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	35334132	12.1	NA	NA
AS0026-C	LIB026	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	88812378	29.09	NA	NA
AS0027-C	LIB027	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	114764176	37.76	NA	NA
AS0028-C	LIB028	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	109757818	34.18	NA	NA
AS0029-C	LIB029	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	93767958	29.43	NA	NA
AS0030-C	LIB030	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	112462804	35.2	NA	NA
AS0032-C	LIB032	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	113927254	34.96	NA	NA
AS0033-C	LIB033	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	66327196	21.26	NA	NA
AS0034-C	LIB034	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	88444406	28.63	NA	NA
AS0035-C	LIB035	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	95909928	31.3	NA	NA
AS0036-C	LIB036	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	100120724	33.54	NA	NA
AS0037-C	LIB037	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	90562216	28.6	NA	NA
AS0039-C	LIB039	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	105457300	34.71	NA	NA
AS0040-C	LIB040	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	95725706	30.59	NA	NA
AS0041-C	LIB041	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	104023904	33.37	NA	NA
AS0042-C	LIB042	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	92375134	28.1	NA	NA
AS0044-C	LIB044	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	56009974	18.72	NA	NA
AS0045-C	LIB045	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	101293228	32.78	NA	NA
AS0046-C	LIB046	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	110273778	35.51	NA	NA
AS0047-C	LIB047	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	66666138	21.94	NA	NA
AS0048-C	LIB048	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	108971648	33.69	NA	NA
AS0049-C	LIB049	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	67139006	22.16	NA	NA
AS0051-C	LIB051	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	98856282	32.75	NA	NA
AS0052-C	LIB052	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	71696804	23.81	NA	NA
AS0053-C	LIB053	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	116748284	36.97	NA	NA
AS0054-C	LIB054	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	97458580	18.21	NA	NA
AS0055-C	LIB055	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	107362622	34.73	NA	NA
AS0056-C	LIB056	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	92080258	29.78	NA	NA
AS0057-C	LIB057	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	108441034	34.05	NA	NA
AS0058-C	LIB058	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	97185402	31.35	NA	NA
AS0059-C	LIB059	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	100743932	28.58	NA	NA
AS0060-C	LIB060	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	90302674	29.09	NA	NA
AS0062-C	LIB062	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	92278428	28.8	NA	NA
AS0064-C	LIB064	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	97764826	31.16	NA	NA
AS0065-C	LIB065	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	86937604	26.51	NA	NA
AS0066-C	LIB066	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	66501316	21.46	NA	NA
AS0068-C	LIB068	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	111610884	36.12	NA	NA
AS0069-C	LIB069	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	109889320	35.34	NA	NA
AS0070-C	LIB070	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	97479858	32.33	NA	NA
AS0071-C	LIB071	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	92190532	29.82	NA	NA
AS0072-C	LIB072	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	98895302	29.79	NA	NA
AS0073-C	LIB073	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	116826888	36.21	NA	NA
AS0074-C	LIB074	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	89948066	29.38	NA	NA
AS0076-C	LIB076	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	112638696	35.3	NA	NA
AS0077-C	LIB077	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	86915104	28.2	NA	NA
AS0078-C	LIB078	GAgam	Gabon	Libreville	Joao_Pinto		2000	S	F	59156264	19.35	NA	NA
AV0001-C	KB001	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	101188184	32.05	NA	NA
AV0002-C	KB002	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	84291044	28.08	NA	NA
AV0003-C	KB003	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	93939098	29.99	NA	NA
AV0004-C	KB008	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	125181816	40.42	NA	NA
AV0005-C	KB010	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	106810266	35.11	NA	NA
AV0006-C	KB016	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	78184140	25.71	NA	NA
AV0007-C	KB041	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	M/S	F	86368656	28.76	NA	NA
AV0008-C	KB051	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	78490032	25.58	NA	NA
AV0009-C	KB054	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	56202882	17.71	NA	NA
AV0010-C	KB057	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	79091970	25.8	NA	NA
AV0011-C	KB058	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	104373604	32.49	NA	NA
AV0012-C	KB066	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	85020456	26.79	NA	NA
AV0013-C	KB081	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	98058596	32.37	NA	NA
AV0014-C	KB088	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	91649964	29.9	NA	NA
AV0015-C	KB089	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	82193836	27.5	NA	NA
AV0017-C	KB110	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	98935872	32.51	NA	NA
AV0018-C	KB111	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	88827510	28.99	NA	NA
AV0020-C	KB118	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	100967380	30.85	NA	NA
AV0021-C	KB124	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	102551920	31.73	NA	NA
AV0022-C	KB128	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	94538392	29.47	NA	NA
AV0024-C	KB162	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	83709538	26.72	NA	NA
AV0025-C	KB281	GNgam	Guinea	Koraboh	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	39929964	13.21	NA	NA
AV0026-C	KD005	GNgam	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	65951602	21.24	NA	NA
AV0027-C	KD029	GNgam	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	113412324	36.71	NA	NA
AV0028-C	KD034	GNgam	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	111570568	36.44	NA	NA
AV0029-C	KD044	GNgam	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	94573532	30.73	NA	NA
AV0030-C	KD104	GNgam	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	69197558	23.36	NA	NA
AV0031-C	KD105	GNgam	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	77685852	25.23	NA	NA
AV0032-C	KD130	GNgam	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	97340194	32.95	NA	NA
